Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links
House,Stone,361 sq.m.,2,3,1,,,Cosmetic Renovation,400 sq.m.,,,,,,"Խնձորուտ 5-րդ փողոց 1-ին փակուղի 13, Վանաձոր","30,000 ֏ daily",AMD,"Сдается частный дом с прекрасным видом.Дом расположен в г. Ванадзоре. С прекрасным видом на высокие горы Лорийской области.Гостевой дом полностью отдельный /1 этажный/. Имеет отдельный вход, огороженную территорию, отдельный большой двор, сад с плодововитами деревьями.Дом сдается целиком.4-комнатыИнтернет: Вай-фай,Smart TV,постоянная горячая и холодная вода,индивидуальная система отопления (baxi),тарелки,постельные принадлежности.Закрытые и открытые балконы вместимостью до 20 человек.Дом имеет отдельный вход: 3 спальни, гостиная, санузел, телевизоры, холодильник, диван.2 балкона.Цена начинается от 40 000 драм/суткиВозможна аренда на длительный срок.Вход после 12:00 /в любое время/Выезд до 12.00Проведите свой отпуск в прекрасном Лори",Nov-24-2022_23-03,,,https://list.am/en/item/17936006
House,Stone,100 sq.m.,1,3,1,,,Major Renovation,,7,Yes,Yes,Not included,1 month,"Telman Street 22, Stepanavan","15,000 ֏ daily",AMD,"A house for daily rent near the center of Stepanavan, in a wonderful and quiet place, with a view of the valley, the beautiful Dzoraget, availableall facilities for a comfortable vacation, located very close to the city center, up to 8 people can enjoy the vacation, the daily rent will be determined from that.15,000 for booking 3 or more days. For sale on a long term basis.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/15761646
House,Stone,70 sq.m.,2,2,1,Not available,Not available,Major Renovation,250 sq.m.,6,Yes,No,By Agreement,By Agreement,Lorri › Debet,"100,000 ֏ monthly",AMD,"The house is for rent, 100,000 AMD per month for long-term residence.Daily wage: 10,000 AMD per day, minimum two daysThe house is newly renovated.The kitchen and bathroom are newis built and furnished.Constant hot and cold water.The house has a garden, yard, recreation area, parking space.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/18320193
House,Stone,30 sq.m.,1,1,1,,,Euro Renovation,50 sq.m.,,,,,,"Sos Sargsyan Street 1, Stepanavan","20,000 ֏ daily",AMD,"Private house for daily rent in the forest, with all communal facilities.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17805323
House,Stone,70 sq.m.,1,2,1,Available,Not available,Cosmetic Renovation,800 sq.m.,6,Yes,Yes,Included,By Agreement,Lorri › Alaverdi,"10,000 ֏ daily",AMD,"Ahnidzor village, Alaverdi region. Spend your vacation in the wonderful village of Ahnidzor in Lori. The great writer Hrant Matosyan was born in this village. The house is very close to the forest; The bathroom is renovated.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17748504
House,Stone,120 sq.m.,1,3,1,,,Major Renovation,2000 sq.m.,,,,,,"Forest Street, Stepanavan","20,000 ֏ daily",AMD,"The house is located in the picturesque village of Gargar, Lori region, which is famous for its healthy nature. The house is far from the noise, surrounded by deer and other trees.The house is provided with all the communal and household amenities.The house is located near the famous Dendropark (Sochut)In May-June, the pollination of pines begins. Peaceful and pleasant rest is provided.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17773878
Country House,Stone,700 sq.m.,1,5,3+,,,Designer Renovation,,,,,,,Lorri › Dsegh,"40,000 ֏ daily",AMD,"The guest house is ""An Lori gorge"". Price on working days up to 6 people - 40,000 AMD, additional + 4,000 AMD for each person. And on non-working days 60,000 (Saturday + Sunday - 100,000 AMD) If you wish, you can order food.It is located in Dsegh, Hovhannes Tumanyan's birthplace. It is provided with all the necessary conditions for rest.For details, please write a letter or call the indicated phone number.Հյուրատուն Դսեղ գյուղում  Hyuratun Dseghum  Гостевой дом ... Dsegh, Dsex, House, Hyuratun, Vanadzor, Վանաձոր, Լոռի, Lori, Vanadzor hyuratunTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/14201996
Country House,Stone,450 sq.m.,1,6,3+,,,Designer Renovation,,,,,,,Lorri › Dsegh,"15,000 ֏ daily",AMD,"Guesthouse ""An Lori Dzor"".The guest house is located in Dsegh, H. 50 m away from Tumanyan's house-museum. It is provided with all the necessary conditions for rest. There is a pavilion, a barbecue, a swimming pool.Price list:On weekdays,Cottage for 2 people - 15․000 AMD (there are 3 cottages)The house for 6 people - 30․000 AMDOn weekends:Cottage for 2 people - 20․000 AMD (there are 3 cottages)The house for 6 people - 40․000 AMDDiscounts will apply for a few days or if you take them all together. For details, please call.Dsegh, Dsex, House, Hyuratun, Guesthouse, B & B, Vanadzor, Lori, Վանաձոր, Լոռի, Vanadzor HyuratunTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/16443366
House,Stone,140 sq.m.,2,5,1,Available,2 spots,Euro Renovation,,8+,Yes,Yes,By Agreement,By Agreement,Lorri › Vanadzor,"35,000 ֏ daily",AMD,"Dream house in Vanadzor.A private house with all communal amenities is for daily rent in the central part of Vanadzor. The guest house can accommodate 10 people at the same time.The price can be changed depending on the number of people կապված related days.Here you can fulfill your dream ceremonies, birthdays, surprise your loved one, have a nice time with the team.WE WORK WITH PREVIOUS PACKAGE.The craziest and kindest ideas will come true with us.Many years later you want to meet your classmates, classmates, you have guests, you do not know where to accommodate them, if there is an idea to gather as a team and have a good time, or you are looking for a place where you can have fun and memorable, it will be available. Us.Dream apartments for daily rentTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/14538716
House,Stone,140 sq.m.,1,3,1,,,Cosmetic Renovation,,7,Yes,No,Not included,By Agreement,Lorri › Tsater,"130,000 ֏ monthly",AMD,"Guest house in Lorva marz is for long-term leaseIn the village of Tsater.The house is located right on the edge of the valley, with a wonderful view of Dsegh and Debed in front. It is surrounded by monasteries and places of interest such as Arevaysagi (Ghachagan) Valley, Hermit Chapel, Horomayr, Tufenkyan, Haghpat, Sanahin, Odzun, Ardvi, Akhtala, Kobayravank, Lori Fortress, Arboretum and others. Guided walks to the indicated destinations are also organized. Horseback riding is also organized upon request.There is a large garden, a wooden pavilion for 40 people with all its facilities, a barbecue and a corner for a campfire.Designed for 6-8 people. All utilities are available.For other details, call the indicated phone number.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17145846
Country House,Stone,200 sq.m.,2,5,2,,,Designer Renovation,,,,,,,Lorri › Tsater,"9,900 ֏ daily",AMD,"Լոռու մարզի Ծաթեր գյուղում գտնվող հյուրատունը իր հյուրընկալ դռներն է բացում բոլոր այն հյուրերի դիմաց, ովքեր ցանկանում են անմոռանալի հանգիստ Հայաստանի ամենից գողտրիկ վայրերից մեկում:Տունը գտնվում է անմիջապես ձորի եզրին, առջևում Դսեղի և Դեբեդի բացվող տեսարանով։Երկհարկանի հյուրատունը ունի 4 ննջասենյակ, մեծ հյուրասենյակ և խոհանոց, սանհանգույց և պատժգամբ։ Կահավորված է, ունի կոմունալ բոլոր հարմարությունները, մշտական տաք և սառը ջուր, Wi-Fi, ժամանցի համար նախատեսված թենիսի սեղան։ Շրջապատված է մեծ այգով՝ ձորի եզրին, որտեղ կան փայտե տաղավարներ՝ նախատեսված 40 և ավելի անձի համար, մանղալ, կոմունալ բոլոր հարմարություններ հիանալի հանգստի համար։Շրջապատված է վանքերով և տեսարժան վայրերով ինչպիսիք են՝ Արևածագի (Ղաչաղանի) ձոր, Ճգնավորի մատուռ, Հոռոմայր, Թուֆենկյան, Հաղպատ, Սանահին, Օձուն, Արդվի, Ախթալա, Քոբայրավանք, Լոռու բերդ, Դենդրոպարկ և այլն։ Կազմակերպվում են նաև քայլարշավեր դեպի նշված ուղղություններով ուղեկցորդի հետ։ Ցանկության դեպքում կազմակերպվում է նաև ձիավարություն:Ցանկության դեպքում կտրամադրվի տրանսպորտային միջոց։Գինն իր մեջ ներառում է նախաճաշ՝ գյուղական սննդարար մթերքով։Կարող եք մեզ գտնել ինստագրամով՝ tsater_guest_house և ֆեյսբուքով՝ Lori Guest House",Nov-24-2022_23-03,,,https://list.am/en/item/16449902
House,Stone,60 sq.m.,1,3,1,Available,1 spot,Euro Renovation,600 sq.m.,8+,Yes,No,By Agreement,Without prepayment,Lorri › Stepanavan,"15,000 ֏ daily",AMD,"Сдаём дом посуточно в городе Степанаван. Есть все удобства для комфортного проживания: Горячая и холодная вода, газ, мангальная зона, газон, сад с плодороднымы деревьями. Хорошее настроение и комфортный отдых в прекрасном городе с чудесной природой гарантируем.",Nov-24-2022_23-03,,,https://list.am/en/item/18163413
House,Stone,36 sq.m.,1,2,1,,,Major Renovation,30 sq.m.,6,Yes,No,Included,By Agreement,"Մեղապարտի փողոց 17, Ստեփանավան","9,000 ֏ daily",AMD,For more information callHeating system gas stoveTranslated from Armenian,Nov-24-2022_23-03,,,https://list.am/en/item/16310867
Townhouse,Stone,300 sq.m.,3,5,2,,,Major Renovation,1000 sq.m.,,,,,,Lorri › Karadzor,"70,000 ֏ daily",AMD,"Only 10 km away from Vanadzor, the private house in Karadzor is a real fairy tale place to be disconnected from reality and enjoy a dreamy rest.The 3-storey guest house is designed for more than 15 people. Here are all the necessary preconditions for unforgettable entertainment.Swimming poolpavilion (besetka)sieve, fireplace ️pin, table tennisbonfirewifi, dishesDepending on the number of days booked, the price may vary.For more information call.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17519040
House,Stone,200 sq.m.,2,4,1,,,Designer Renovation,,,,,,,Lorri › Vanadzor,"40,000 ֏ daily",AMD,"The private house in Vanadzor is a wonderful place to get away from everyday worries and enjoy your incredible vacation.The 2-storey guest house is designed for more than 13 people. Here are all the necessary preconditions for your fairy-tale entertainment.Heating:Pavilion (besetka)մաղալ ️:Bait, campfirewifi, dishesThe daily rate may vary depending on the number of people and booking days.For more information call.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17520049
House,Stone,100 sq.m.,2,4,2,,,Cosmetic Renovation,100 sq.m.,,,,,,"Վիրահայոց փողոց 78, Ստեփանավան","15,000 ֏ daily",AMD,"A two-storey cottage is for daily rent in Q. Stepanavan Georgian-Armenian 62/1It is provided with all the communal facilities, constant gas, hot and cold waterIn the yard there is a barbecue, a garden, parkingThe house has 3 bedrooms, 2 bathrooms, a living roomTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17851205
House,Stone,100 sq.m.,1,4,1,,,Cosmetic Renovation,100 sq.m.,,,,,,Lorri › Stepanavan,"20,000 ֏ daily",AMD,"Находится в центре города, есть все удобства",Nov-24-2022_23-03,,,https://list.am/en/item/17852957
House,Stone,360 sq.m.,3,6,2,,,Designer Renovation,1500 sq.m.,,,,,,Lorri › Vanadzor,"300,000 ֏ monthly",AMD,"От собственника Сдается в аренду новый 3-х этажный дом в курортном городе Ванадзор. В доме: 2 санузла, 6 спальных комнат, 1 очень большая кухня, зал. Есть вся необходимая техника, мебель, джакузи, гараж, хороший сад. Месячная кварплата- 300.000 драм.",Nov-24-2022_23-03,,,https://list.am/en/item/17990491
House,Stone,28 sq.m.,2,1,1,Available,1 spot,Euro Renovation,1200 sq.m.,4,Yes,No,Included,By Agreement,"Եկեղեցու փողոց 1, Ստեփանավան","25,000 ֏ daily",AMD,"Our address is c. Stepanavan, Church street, t. 1, next to Saint Sargis Church, in the city center.The house consists of 3 separate parts with separate entrances. Total for up to 14 people.Can be rentedBoth separately and in full version.The mansion has:*Bedroom - 2 pcs*Living room - bedroom - 3 pcs* 2 beds - for 2 people* 3 beds for 1 person.* kitchen studio with all its accessories - 3 pcsconstant hot and cold water.* refrigerator - 3 pcs*TV-1 pc* Hair dryer - 3 pcs* Steam iron - 2 pcs* electric tiles-6*electric kettle - 3 pcs*electric coffee maker - 3 pcs* Bathroom, bathtub - 3 pcs*Armchair-bed-2 pcs.*Double sofa bed - 1 pc*Towels large and small - according to the number of peopleIf needed, 3 more beds can be added without changing the price.Free*garden with swing, tables and chairs* grate* wifi internet.Sunny.Translated from Armenian",Nov-24-2022_23-03,"TElevision, internet, barbecue oven, gazebo","FRidge, stove, coffee maker, washing machine, water heater, iron, hair dryer",https://list.am/en/item/16208808
House,Stone,38 sq.m.,2,3,1,Available,1 spot,Euro Renovation,1200 sq.m.,6,Yes,No,Included,By Agreement,"Եկեղեցու փողոց 1, Ստեփանավան","30,000 ֏ daily",AMD,"Have you decided to spend your vacation in a wonderful place, haven't you decided yet?We can help you with that.In front of you, the newly built, comfortable, beautiful and unique JS guest house has opened its hospitable doors, which is located in one of the cozy corners of the unique nature of Lori, in the wonderful Stepanavan.The clean and clear air, the cold water, the beautiful forests, the rest and tranquility of the city will captivate you, you will not look for another resort.Our address is c. Stepanavan, St. Church, t. 1, next to St. Sargis Church.For daily rent.Includes.* 1 bedroom with 1 bed - for 2 people.* 1 bedroom with 2 single beds.If necessary, 1 bed can be installed without price change.Generally designed for 5-6 people.Free '* with garden swing, table with chairs* barbecue* wifi internet* Bathroom* bathroom* kitchen studio, with constant hot and cold water*refrigerator* electrical panels* Electric kettle* electric coffee maker.Too much.New building.Translated from Armenian",Nov-24-2022_23-03,"TElevision, internet, barbecue oven, gazebo","FRidge, stove, coffee maker, washing machine, water heater, iron, hair dryer",https://list.am/en/item/16208715
House,Stone,120 sq.m.,2,5,1,Available,Not available,Cosmetic Renovation,,7,Yes,Yes,Included,By Agreement,"Forest Street, Stepanavan","25,000 ֏ daily",AMD,"The whole second floor of the guest house is for rent in Gargar village of Stepanavan region, it has 4 bedrooms, 1 living room, a kitchen, a bathroom, two big and small balconies. 3 km away from the guest house is the Dendropark Botanical Garden, with its unique plant species and wonderful deer. The village has beautiful sights. Kindergarten, through which the river flows, artificial lakes, where there are large and comfortable pavilions. St. Hovhannes Church operates in the village. Enjoy your vacation in the lap of Lori nature. The house also has UNLIMITED HIGH SPEED INTERNET (WiFi) The daily fee is 25,000 drams. Call the phone number in the picture.Payment is possible from the mentioned options in a convenient way for you: Cash, card transfer, Idram, Easy Pay, TelCell.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/15646521
Country House,Stone,126 sq.m.,2,5,1,,,Cosmetic Renovation,"25,000 sq.m.",,,,,,Lorri › Alaverdi,"55,000 ֏ daily",AMD,"""VL"" guest house offers family vacations in Lori, surrounded by nature.The guest house is very suitable for lovers of passive and semi-active recreation.There are no neighboring houses around, only you and nature.The guest house is surrounded by a large orchard. A river flows near the guest house.There is a children's pool, hammock, swing, all facilities for outdoor parties.The guest house is offered both for full rent and separately according to the floors. You can also reserve individual seats.There is an individual approach option.Гостевой дом Հյուրատուն The guest house is designed for 10 adults and 2 (up to 12 years old) children.We have a long list of special offers. Apply.The daily wage is subject to revision depending on the number of days occupied, the availability of children and the services provided.Write and call for details.Call with Code -VL22/7/50 and get up to 50% discount.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17918648
House,Stone,247 sq.m.,2,4,2,,,Cosmetic Renovation,,,,,,,Lorri › Stepanavan,"15,000 ֏ daily",AMD,Daily rent house with all utilitiesTranslated from Armenian,Nov-24-2022_23-03,,,https://list.am/en/item/18081534
House,Stone,100 sq.m.,1,3,1,Available,1 spot,Cosmetic Renovation,60 sq.m.,6,Yes,Yes,Not included,By Agreement,Lorri › Stepanavan,"20,000 ֏ daily",AMD,"The house is equipped with all utilities. It has 3 bedrooms, 1 living room, kitchen, bathroom and open balcony. A maximum of 8 people can be accommodated.The house is fully rented for AMD 20,000.StepanavanThe guest house#house for daily rentTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/16340751
House,Stone,140 sq.m.,2,4,1,,,Euro Renovation,500 sq.m.,,,,,,"Улица Теряна 2/2, Ванадзор","400,000 ֏ monthly",AMD,"Сдается в аренду частный дом от сообственника, евроремонт, не долеко от центра города! Все подробности по телефону",Nov-24-2022_23-03,,,https://list.am/en/item/18278910
House,Stone,65 sq.m.,1,4,2,,,Euro Renovation,500 sq.m.,,,,,,Lorri › Gyulagarak,"20,000 ֏ daily",AMD,"The house has all the communal facilities, it is renovated, it has green algae.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17864765
House,Stone,111 sq.m.,1,5,1,,,Partial Renovation,700 sq.m.,,,,,,Lorri › Stepanavan,"60,000 ֏ monthly",AMD,"Сдаётся дом, на долгий срок.По адресу «Прошян 30»Дома есть горячий и холодный вода, свет, газ, телевизор, холодильник, стиральная машина.Звоните, пишите в любое вам удобное время!",Nov-24-2022_23-03,,,https://list.am/en/item/17892972
Country House,Stone,120 sq.m.,2,2,1,,Not available,Designer Renovation,800 sq.m.,8+,Yes,Yes,Included,By Agreement,Lorri › Vanadzor,"45,000 ֏ daily",AMD,"At the beginning of the Vanadzor-Dilijan road, in the Shahumyan community, a private house is for rent, where you can hold your family events and collective gatherings.Lori's beautiful nature, outdoor kitchen, swimming pool and comfortable conditions will ensure your perfect stay at Maymekh Eco Resort.For reservations, call the indicated phone number in advance.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/18006947
Country House,Stone,120 sq.m.,1,4,1,,,Euro Renovation,1000 sq.m.,8+,Yes,Yes,Included,Without prepayment,Lorri › Odzun,"20,000 ֏ daily",AMD,"A summer house is for rent. 3 rooms for 8-9 people. Land 1000 m2, house 120 m2, bisetka maghal hammock is installed in the yard, call for other questionsTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/18082930
Townhouse,Stone,200 sq.m.,2,3,3+,Available,1 spot,Major Renovation,,8+,Yes,No,Not included,By Agreement,Lorri › Vanadzor,"100,000 ֏ daily",AMD,"It is located in Lori region, on the road from Dilijan to Vanadzor. Very beautiful place, in the lap of wonderful nature. It is provided with all the communal amenities.All bedrooms with their own bathroomsSauna built with state-of-the-art technologiesPavilionTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17825714
House,Stone,100 sq.m.,2,3,1,Available,2 spots,Major Renovation,1000 sq.m.,8+,Yes,No,Not included,By Agreement,Lorri › Dsegh,"35,000 ֏ daily",AMD,"The house is located in Marts village (near Dsegh), Lori region. It is provided with all utilities. 3 bedrooms, 2 living rooms, kitchenTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17573685
House,Stone,150 sq.m.,2,5,2,,,Cosmetic Renovation,,,,,,,Lorri › Stepanavan,"20,000 ֏ daily",AMD,"Gargar village, provided with all communal amenitiesTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17732892
Country House,Bricks,250 sq.m.,3,6,2,,3 or more spots,Designer Renovation,1500 sq.m.,8+,Yes,No,Included,By Agreement,"20-րդ փողոցի խաչմերուկ 1, Արջուտ","80,000 ֏ daily",AMD,"Guest house Lori (Arjut)GENERAL DESCRIPTION4 bedrooms for up to 18 people.1 Living room with sofa and armchairs2 kitchens.2 bathrooms.Newly built sauna with all its facilities.1 large living room with sofas.1 living room with fireplace for up to 20 people.1 outdoor swimming pool with biofiltration system.1 outdoor children's pool.Brick grill, outdoor fireplace (bonfire),orchard 300 square meters.Small booth (Bisetka) for 10 people.Big pavilion (Bisetka) for 40 people.Parking in the yard for 2 cars. For.Parking lot in front of the house 5 m. For.The house has constant hot and cold water, heating system, WiFi, cable TV, necessary appliances, dishes, linens, other utilities.Designed for family and corporate gatherings, birthday events.The daily wage is 80,000 drams with a sauna, and 60,000 drams without a sauna.The first floor includes:Bathroom:Large kitchen.Sauna with its cold shower.Recreation room.Fireplace.Second floor:Open balcony.1 bedroom.Living room 1 pc.Kitchen:Third floor:3 bedrooms.Bathroom:Open balcony (with a beautiful view)In the yardBrick grill.Booth for up to 40 people.Booth for up to 10 people.Fire pit with its seats.Playground with various games.Swimming pool.Hammocks.Fruit trees:Flower garden.Coordinates: 40.1902780, 44.6254919Pictures.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17513631
House,Stone,270 sq.m.,2,4,2,,,Cosmetic Renovation,150 sq.m.,,,,,,"Պուշկին խաչմերուկ, Ստեփանավան","20,000 ֏ daily",AMD,House for daily rent with all utilitiesTranslated from Armenian,Nov-24-2022_23-03,,,https://list.am/en/item/16206022
House,Stone,100 sq.m.,2,3,1,,,Cosmetic Renovation,80 sq.m.,,,,,,"Forest Street, Stepanavan",200 ֏ daily,AMD,House for rent in Stepanavan with all amenities. It is located near the forest and has a beautiful yard and barbecue.Translated from Armenian,Nov-24-2022_23-03,,,https://list.am/en/item/17747032
House,Stone,50 sq.m.,2,3,1,,,Euro Renovation,1000 sq.m.,5,Yes,Yes,Not included,Without prepayment,Lorri › Stepanavan,"5,000 ֏ daily",AMD,"The house is located in Kurtan village, next to the arboretum of Stepanavan region. It has all the amenities. For details, call the mentioned numbers. The person is paid 5000 AMD per dayTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/16142974
House,Stone,50 sq.m.,1,2,1,,,Cosmetic Renovation,,,,,,,Lorri › Vanadzor,"6,000 ֏ daily",AMD,"Private house for daily rent, located in the heart of Vanadzor, next to the Armenia sanatorium. It has all the amenities for your family vacationIt has a spacious yard, hot and cold permanent water. Free wifi. Please call the mentioned phone numbers for viber (whatsapp)Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17631688
Country House,Stone,150 sq.m.,1,3,1,Available,Not available,Cosmetic Renovation,,7,Yes,Yes,Not included,By Agreement,"Գարեգին Նժդեհ փողոց 24, Ստեփանավան","35,000 ֏ daily",AMD,"The house is located in Stepanavan #Gargar village, on the river bank.It is provided with all the communal facilities and internet connection. The price is negotiable depending on the number of people քանակ the number of daysTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/16309826
House,Stone,200 sq.m.,2,7,1,,,Old Renovation,3000 sq.m.,,,,,,Lorri › Aznvadzor,"20,000 ֏ monthly",AMD,"Ունի նաև նոր կառուցված, ամառային խոհանոց, մեծ այգի բերքատու ծառերով, հարմար է նաև անասնապահությամբ զբաղվելու համար։/item/18193443",Nov-24-2022_23-03,,,https://list.am/en/item/18208059
Country House,Stone,150 sq.m.,1,6,3+,,,Designer Renovation,1300 sq.m.,8+,Yes,No,Not included,By Agreement,Lorri › Vanadzor,"50,000 ֏ daily",AMD,"450,000 per monthCode 0040 Daily rent guest house in Vanadzorin the center of VanadzorWith a total area of 1200 square meters1. 4 bedrooms each with their own bathroom, bathtub, TVs, refrigerators2. Separate dining room with its own kitchen* pool 6 / 3.5 / 1.73. 2 pavilions of 60 square meters with their own kitchen and 25 square meters4. Barbecue with all its facilities5. Parking for several cars6. U! Com WIFI:7. Table Tennis, TrinajorThe house is only rented to familiesIt is given for a minimum of 2 daysTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/18010303
House,Stone,100 sq.m.,2,3,1,,,Cosmetic Renovation,600 sq.m.,,,,,,"Улица Еркрабаннер 1, Степанаван","15,000 ֏ daily",AMD,It is located very close to the forestTranslated from Armenian,Nov-24-2022_23-03,,,https://list.am/en/item/17896246
Country House,Stone,150 sq.m.,2,4,2,Available,Not available,Major Renovation,1000 sq.m.,8+,Yes,Yes,Included,Without prepayment,Lorri › Odzun,"30,000 ֏ daily",AMD,"Summer house in Odzun is provided for daily rent. The apartment is completely renovated, has 2 bathrooms, 2 bedrooms, 1 living room, 1 kitchen, dining room, yard. There is a table tennis table for children in the yard. The cost of 1 night is 30,000 drams, the price is indicated for the house and not for one person.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17808975
House,Stone,120 sq.m.,1,4,1,,,Euro Renovation,400 sq.m.,6,Yes,No,Included,By Agreement,"Նանսենի փողոց 23, Ստեփանավան","12,000 ֏ daily",AMD,"Own house in Stepanavan for daily rent. The house is located 150m from the forest and is an ideal place during the pine pollination season. There are all facilities, two balconies, WiFi, comfortable booth with grill, TV and speakers. Monthly payment 120,000 AMDTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17693401
House,Stone,72 sq.m.,1,3,2,,,Euro Renovation,,,,,,,"Սանկտ Պետերբուրգ փողոց 2, Վանաձոր","16,000 ֏ daily",AMD,"Private house with all utilities is for daily rent. It has constant hot and cold water, internet, TV, refrigerator, barbecue, washing machine. The bed բ towels are always clean, the area is disinfected every day. Վելու To unwind from everyday worries. It is located on the river bank, it has a very beautiful view. There is a big supermarket and pharmacy next to it. The price depends on the number of days անձ people take. We have one-room and two-room options.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/14664599
House,Stone,120 sq.m.,2,4,1,,,Major Renovation,1000 sq.m.,,,,,,Lorri › Stepanavan,"15,000 ֏ daily",AMD,"A house is for daily rent in Stepanavan, the house is very close to Alea.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17878444
Country House,Stone,100 sq.m.,2,3,2,,,Cosmetic Renovation,,6,Yes,Yes,By Agreement,By Agreement,Lorri › Margahovit,"25,000 ֏ daily",AMD,"Affordable, comfortable guest house for daily rent in Margahovit village, Lori region.The guest house is renovated, has 1 bedroom with 4 beds (there is a possibility of 3-4 beds in other rooms), 1 spacious living room, kitchen, bathroom, the guest house can accommodate 7-8 people at the same time. The guest house is heated by individual Baxi. It is provided with communal and household amenities (permanent hot-cold water, gas, electricity)The mentioned price is valid for the New Year, regardless of the number of guests per day.The house is located in a tree-lined green park, where there is a pavilion (besetka) with all amenities, designed for 25-30 people, there is a barbecue, a tonir, permanent water.#near # rent # private house # dendropark # dendropark # dendropark # house for rent # Lori marz # Lori marz with neighborhood # Affordable ecotourism # bissetka # dilijan # greenhouse #nature #nature lap # tsaghkadzor # Tsaghkadzor # Jermuk #accessible in the village #apartment #pine #sochut #ecotourism # rural tourism #rest out of town # out of town #house for rent #summer vacation in Dilijan, clear lake, Haghartsin, # daily rent, indoor swimming pool, house, houses, houses for daily rent in Yerevan, Yerevan house, beautiful apartment, dilijan, haghartsin, arzni, waterfall, houses in Yerevan, house in the center, near the Opera House, North Avenue, Teryan, Tumanyan, KoghbatsiTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/15625547
House,Stone,60 sq.m.,2,3,2,Available,1 spot,Cosmetic Renovation,700 sq.m.,6,Yes,Yes,Included,By Agreement,Lorri › Stepanavan,"20,000 ֏ daily",AMD,"Lori Guesthouse provides affordable and comfortable rest.A guest house is for rent near Gyulagarak pine, Dendropark. The guest house is located in Gargar village of Stepanavan region. It is renovated, has 2 bedrooms, 1 living room, kitchen, bathroom, toilet. It is provided with all the communal and household amenities (permanent hot-cold water, gas, electricity), there is unlimited internet.The house is located in a green garden, where there is a pavilion (besetka) Gyulagarak arboretum is located 3 km from the guest house: Sochut, St. Hovhannes church in Gargar, Tormek church (medieval), Gargar artificial lake. You can organize hikes, excursions to nearby forests, mountains. The village is one of the busiest places in Armenia.Daily fee:The cost of 1 day for the whole guest house is 20,000 AMD, regardless of the number of guests.# Gargar # Gargar # Gargar Lake # Lori # Summer house # Lori # Lori # Lori # Stepanavan # Stepanavam # Near Stepanavam # for rent # private house # dendropark # dendropark # dendropark # rent house # Lori marz # Lorut marz # Lorut marz #dilijan # #greenhouse #nature #natural embrace #tsakhkadzor #Tsaghkadzor #Jermuk #Aghveran #house #accessible rest in village Lake, Haghartsin.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17521942
House,Stone,100 sq.m.,2,4,2,,,Partial Renovation,600 sq.m.,8+,Yes,Yes,Not included,By Agreement,Lorri › Stepanavan,"5,000 ֏ daily",AMD,"Stone house c. Stepanavan, on Proshyan street. Suitable for family holidays and permanent residence. Permanent hot and cold water, 3 bedrooms, living room, kitchen, 2 bathrooms. Available for daily rent or temporary accommodation.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/18283313
